Instance,LB,ILB,TLB,UP,IUP,TUP,GAP,ITER,TIME,OPTG,OPTS
Spd_RF2_140_193_2691,13.45,437992,6,23,1251,0,9.55,693724,10,0,0
Spd_RF2_140_193_2699,10.47,10,0,24,163312,2,13.53,665371,10,0,0
Spd_RF2_140_193_2707,14.49,24,0,24,13,0,9.51,649268,10,0,0
Spd_RF2_140_193_2715,12.25,7,0,27,151052,2,14.75,675527,10,0,0
Spd_RF2_140_193_2723,10,8,0,27,553912,9,17,583198,10,0,0
Spd_RF2_140_211_2731,10.2,40,0,21,158376,2,10.8,543874,10,0,0
Spd_RF2_140_211_2739,10.67,18,0,25,31395,0,14.33,353817,10,0,0
Spd_RF2_140_211_2747,10.27,306346,6,26,11,0,15.73,505720,10,0,0
Spd_RF2_140_211_2755,11.06,368119,6,21,125837,2,9.94,593333,10,0,0
Spd_RF2_140_211_2763,9.01,526582,8,23,310440,5,13.99,590871,10,0,0
Spd_RF2_140_229_2771,3.26,35,0,21,428869,8,17.74,522714,10,0,0
Spd_RF2_140_229_2779,2.55,20,0,20,181254,3,17.45,550842,10,0,0
Spd_RF2_140_229_2787,4.59,261711,9,18,130145,7,13.41,275616,10,0,0
Spd_RF2_140_229_2795,8.17,33,0,22,489251,9,13.83,519934,10,0,0
Spd_RF2_140_229_2803,5.4,33,0,23,55395,1,17.6,525326,10,0,0
Spd_RF2_160_179_3011,35.95,3,0,41,84260,1,5.05,812519,10,0,0
Spd_RF2_160_179_3019,35.77,1,0,41,1720,0,5.23,798260,10,0,0
Spd_RF2_160_179_3027,35.55,1,0,44,746,0,8.45,585506,10,0,0
Spd_RF2_160_179_3035,35.58,1,0,41,630887,9,5.42,664044,10,0,0
Spd_RF2_160_179_3043,36.79,6,0,41,1197,0,4.21,744271,10,0,0
Spd_RF2_160_198_3051,29.01,1684,0,35,217430,4,5.99,491361,10,0,0
Spd_RF2_160_198_3059,22.8,1,0,35,19941,0,12.2,498444,10,0,0
Spd_RF2_160_198_3067,26.56,3,0,36,8233,0,9.44,685916,10,0,0
Spd_RF2_160_198_3075,23.62,1,0,35,12892,1,11.38,585075,10,0,0
Spd_RF2_160_198_3083,25.76,3,0,37,14399,0,11.24,671318,10,0,0
Spd_RF2_160_218_3091,16.1,29099,0,30,397763,6,13.9,598769,10,0,0
Spd_RF2_160_218_3099,20.37,177868,3,34,2228,0,13.63,555319,10,0,0
Spd_RF2_160_218_3107,14.16,81429,1,29,7404,0,14.84,660155,10,0,0
Spd_RF2_160_218_3115,18.01,475284,8,29,196493,2,10.99,562249,10,0,0
Spd_RF2_160_218_3123,16.62,9,0,31,178757,4,14.38,436782,10,0,0
Spd_RF2_160_237_3131,15.43,31,0,30,11,0,14.57,531490,10,0,0
Spd_RF2_160_237_3139,9,510930,9,28,332672,6,19,535737,10,0,0
Spd_RF2_160_237_3147,8.36,23,0,28,64622,1,19.64,513721,10,0,0
Spd_RF2_160_237_3155,8.96,486945,9,27,434880,8,18.04,501195,10,0,0
Spd_RF2_160_237_3163,13.97,27453,0,28,120555,2,14.03,531379,10,0,0
Spd_RF2_160_257_3171,9.49,32,0,28,81416,2,18.51,345496,10,0,0
Spd_RF2_160_257_3179,9.36,31,0,30,18,0,20.64,22082,10,0,0
Spd_RF2_160_257_3187,3.42,20,0,26,16098,0,22.58,365938,10,0,0
Spd_RF2_160_257_3195,7.17,31,0,25,215108,4,17.83,475354,10,0,0
Spd_RF2_160_257_3203,7.95,341712,6,25,44044,0,17.05,498545,10,0,0
Spd_RF2_180_200_3411,43.83,1,0,48,329069,5,4.17,688064,10,0,0
Spd_RF2_180_200_3419,42.65,1,0,49,128037,1,6.35,640939,10,0,0
Spd_RF2_180_200_3427,41.87,1,0,48,160880,2,6.13,535157,10,0,0
Spd_RF2_180_200_3435,42.63,1,0,48,9,0,5.37,728477,10,0,0
Spd_RF2_180_200_3443,39.32,1,0,46,450446,6,6.68,694702,10,0,0
Spd_RF2_180_221_3451,26.55,1,0,38,136709,3,11.45,535308,10,0,0
Spd_RF2_180_221_3459,26.8,1,0,39,173985,2,12.2,602970,10,0,0
Spd_RF2_180_221_3467,28.47,9,0,40,11,0,11.53,415383,10,0,0
Spd_RF2_180_221_3475,27.57,1,0,42,0,0,14.43,26439,10,0,0
Spd_RF2_180_221_3483,33.26,28,0,42,213955,4,8.74,453915,10,0,0
Spd_RF2_180_242_3491,18.84,11,0,36,302232,6,17.16,499644,10,0,0
Spd_RF2_180_242_3499,20.74,23,0,35,118532,2,14.26,512260,10,0,0
Spd_RF2_180_242_3507,17.9,10,0,33,424231,8,15.1,486765,10,0,0
Spd_RF2_180_242_3515,19.98,284091,4,36,121418,2,16.02,572352,10,0,0
Spd_RF2_180_242_3523,16.48,12,0,34,305189,5,17.52,493256,10,0,0
Spd_RF2_180_263_3531,9.21,20,0,27,99633,2,17.79,345125,10,0,0
Spd_RF2_180_263_3539,14.63,29,0,30,12,0,15.37,411263,10,0,0
Spd_RF2_180_263_3547,14.74,34,0,30,26,0,15.26,451059,10,0,0
Spd_RF2_180_263_3555,13.34,408679,8,32,159131,3,18.66,478429,10,0,0
Spd_RF2_180_263_3563,14.41,109248,2,34,72343,1,19.59,471277,10,0,0
Spd_RF2_180_284_3571,6.75,25,0,26,125024,2,19.25,438173,10,0,0
Spd_RF2_180_284_3579,8.36,23,0,29,5328,0,20.64,423161,10,0,0
Spd_RF2_180_284_3587,4.38,24,0,28,36012,1,23.62,411086,10,0,0
Spd_RF2_180_284_3595,12.98,393527,9,31,411782,9,18.02,416100,10,0,0
Spd_RF2_180_284_3603,14.96,268880,5,33,268954,5,18.04,450046,10,0,0
Spd_RF2_200_222_3811,47.8,1,0,54,9,0,6.2,644622,10,0,0
Spd_RF2_200_222_3819,47.2,6,0,52,373950,6,4.8,597293,10,0,0
Spd_RF2_200_222_3827,46.01,3,0,52,206,0,5.99,599322,10,0,0
Spd_RF2_200_222_3835,46.1,1,0,54,0,0,7.9,647166,10,0,0
Spd_RF2_200_222_3843,46.92,1,0,52,9,0,5.08,645318,10,0,0
Spd_RF2_200_244_3851,35.35,1,0,45,6614,0,9.65,447133,10,0,0
Spd_RF2_200_244_3859,36.86,6,0,48,20,0,11.14,458319,10,0,0
Spd_RF2_200_244_3867,33.12,10,0,46,0,0,12.88,481237,10,0,0
Spd_RF2_200_244_3875,31.52,7,0,45,79199,1,13.48,538143,10,0,0
Spd_RF2_200_244_3883,31.21,5,0,45,167729,3,13.79,531602,10,0,0
Spd_RF2_200_267_3891,21.65,10,0,42,3,0,20.35,464697,10,0,0
Spd_RF2_200_267_3899,21.81,11,0,38,389516,8,16.19,467284,10,0,0
Spd_RF2_200_267_3907,25.99,207354,4,41,0,0,15.01,496451,10,0,0
Spd_RF2_200_267_3915,24.97,50322,1,40,287844,7,15.03,410061,10,0,0
Spd_RF2_200_267_3923,24.28,32,0,39,0,0,14.72,463589,10,0,0
Spd_RF2_200_289_3931,14.01,67,0,36,351307,8,21.99,426340,10,0,0
Spd_RF2_200_289_3939,15.07,16,0,37,336198,7,21.93,428778,10,0,0
Spd_RF2_200_289_3947,15.11,28,0,36,108010,3,20.89,351421,10,0,0
Spd_RF2_200_289_3955,17.24,27,0,40,14055,0,22.76,363802,10,0,0
Spd_RF2_200_289_3963,16.93,32,0,37,8,0,20.07,386795,10,0,0
Spd_RF2_200_312_3971,11.08,24,0,34,21066,0,22.92,373464,10,0,0
Spd_RF2_200_312_3979,8.77,142294,3,39,30,0,30.23,377874,10,0,0
Spd_RF2_200_312_3987,13.83,55829,1,39,192781,4,25.17,393178,10,0,0
Spd_RF2_200_312_3995,9.85,19539,0,35,18407,0,25.15,363554,10,0,0
Spd_RF2_200_312_4003,12.54,22,0,38,2082,0,25.46,367258,10,0,0
Spd_RF2_20_27_211,1,45,0,2,108,0,1,10389869,10,0,0
Spd_RF2_20_27_219,1,1,0,3,1,0,2,9996334,10,0,0
Spd_RF2_20_27_227,1,17,0,2,12,0,1,17,0,1,0
Spd_RF2_20_27_235,2.14,3,0,3,3,0,0.86,3,0,1,0
Spd_RF2_20_27_243,3.03,12,0,4,0,0,0.97,12,0,1,0
Spd_RF2_20_34_251,0.3,840,0,2,49,0,1.7,7086439,10,0,0
Spd_RF2_20_34_259,0.12,176,0,1,1341,0,0.88,1341,0,1,0
Spd_RF2_20_34_267,0.31,149,0,2,19,0,1.69,5734227,10,0,0
Spd_RF2_20_34_275,0.01,29,0,2,12,0,1.99,5334640,10,0,0
Spd_RF2_20_34_283,0.99,44948,0,2,683,0,1.01,4131926,10,0,0
Spd_RF2_20_42_291,0,3514,0,1,1907,0,1,3514,0,1,0
Spd_RF2_20_42_299,-0.02,92,0,0,92,0,0.02,92,0,1,0
Spd_RF2_20_42_307,0,218244,0,1,9306,0,1,3320597,10,0,0
Spd_RF2_20_42_315,-0.01,1116666,4,1,232,0,1.01,3034470,10,0,0
Spd_RF2_20_42_323,-0.01,1595442,4,1,269,0,1.01,3259549,10,0,0
Spd_RF2_20_49_331,-0.02,861459,2,1,10187,0,1.02,3002216,10,0,0
Spd_RF2_20_49_339,-0.02,605087,2,1,12448,0,1.02,3016741,10,0,0
Spd_RF2_20_49_347,-0.02,1863811,6,1,70768,0,1.02,2858857,10,0,0
Spd_RF2_20_49_355,-0.02,2810103,8,1,13244,0,1.02,3195835,10,0,0
Spd_RF2_20_49_363,-0.02,1561217,4,1,12180,0,1.02,2800414,10,0,0
Spd_RF2_20_57_371,-0.03,9460,0,1,18,0,1.03,145615,10,0,0
Spd_RF2_20_57_379,-0.02,2358988,9,1,1479593,5,1.02,2611808,10,0,0
Spd_RF2_20_57_387,-0.03,1373707,5,1,6019,0,1.03,2709623,10,0,0
Spd_RF2_20_57_395,-0.03,1991935,8,1,1867562,8,1.03,2290350,10,0,0
Spd_RF2_20_57_403,-0.03,1942399,7,1,37,0,1.03,2655193,10,0,0
Spd_RF2_250_273_4011,62.48,3,0,71,0,0,8.52,553682,10,0,0
Spd_RF2_250_273_4019,60.52,1,0,69,8,0,8.48,435163,10,0,0
Spd_RF2_250_273_4027,61.15,1,0,68,38714,0,6.85,514019,10,0,0
Spd_RF2_250_273_4035,61.32,1,0,70,113480,2,8.68,521005,10,0,0
Spd_RF2_250_273_4043,62.72,1,0,67,3801,0,4.28,539599,10,0,0
Spd_RF2_250_297_4051,43.9,1,0,57,3891,0,13.1,436558,10,0,0
Spd_RF2_250_297_4059,47.72,1,0,62,5465,1,14.28,23298,10,0,0
Spd_RF2_250_297_4067,43.96,3,0,57,1,0,13.04,355633,10,0,0
Spd_RF2_250_297_4075,47.4,6,0,61,43,0,13.6,482129,10,0,0
Spd_RF2_250_297_4083,44.6,6,0,61,40074,0,16.4,390762,10,0,0
Spd_RF2_250_321_4091,35.42,6,0,57,321686,8,21.58,381658,10,0,0
Spd_RF2_250_321_4099,33.74,3,0,57,345914,9,23.26,375193,10,0,0
Spd_RF2_250_321_4107,31.88,3,0,54,0,0,22.12,328091,10,0,0
Spd_RF2_250_321_4115,35.15,11,0,56,37825,3,20.85,218031,10,0,0
Spd_RF2_250_321_4123,38.97,106112,3,56,1,0,17.03,291823,10,0,0
Spd_RF2_250_345_4131,22.91,304017,9,50,1,0,27.09,316534,10,0,0
Spd_RF2_250_345_4139,27.85,13,0,54,10,0,26.15,297032,10,0,0
Spd_RF2_250_345_4147,23.78,22,0,51,61146,1,27.22,354473,10,0,0
Spd_RF2_250_345_4155,21.41,84,0,51,80554,3,29.59,247133,10,0,0
Spd_RF2_250_345_4163,27.95,19677,0,51,5,0,23.05,292832,10,0,0
Spd_RF2_250_369_4171,19.83,45859,1,49,15,0,29.17,265756,10,0,0
Spd_RF2_250_369_4179,11.2,26489,1,46,190456,7,34.8,261067,10,0,0
Spd_RF2_250_369_4187,19.54,36,0,45,11,0,25.46,336669,10,0,0
Spd_RF2_250_369_4195,17.54,22,0,47,169220,5,29.46,279905,10,0,0
Spd_RF2_250_369_4203,16.09,21,0,48,13079,0,31.91,223909,10,0,0
Spd_RF2_300_326_4211,76.37,1,0,85,1,0,8.63,323841,10,0,0
Spd_RF2_300_326_4219,74.68,1,0,86,6,0,11.32,281424,10,0,0
Spd_RF2_300_326_4227,75.82,1,0,83,188775,6,7.18,282224,10,0,0
Spd_RF2_300_326_4235,75.62,1,0,84,10509,0,8.38,274115,10,0,0
Spd_RF2_300_326_4243,76.3,1,0,84,0,0,7.7,276643,10,0,0
Spd_RF2_300_353_4251,61.54,39,0,74,11,0,12.46,280523,10,0,0
Spd_RF2_300_353_4259,58.85,1,0,73,38542,1,14.15,341699,10,0,0
Spd_RF2_300_353_4267,59.22,1,0,80,0,0,20.78,282199,10,0,0
Spd_RF2_300_353_4275,58.69,1,0,79,6,0,20.31,254043,10,0,0
Spd_RF2_300_353_4283,58.63,1,0,77,7,0,18.37,346851,10,0,0
Spd_RF2_300_380_4291,48.67,14,0,69,2,0,20.33,304819,10,0,0
Spd_RF2_300_380_4299,45.47,1,0,67,8,0,21.53,280741,10,0,0
Spd_RF2_300_380_4307,42.22,7,0,69,0,0,26.78,314220,10,0,0
Spd_RF2_300_380_4315,39.06,1,0,65,1707,0,25.94,313460,10,0,0
Spd_RF2_300_380_4323,45.38,10,0,67,0,0,21.62,263330,10,0,0
Spd_RF2_300_407_4331,37.93,183921,6,60,2,0,22.07,270049,10,0,0
Spd_RF2_300_407_4339,35.98,8131,6,63,6,0,27.02,111880,10,0,0
Spd_RF2_300_407_4347,33.8,8,0,64,20,0,30.2,280736,10,0,0
Spd_RF2_300_407_4355,33.18,33664,1,61,0,0,27.82,266553,10,0,0
Spd_RF2_300_407_4363,32.45,6139,0,66,6,0,33.55,262394,10,0,0
Spd_RF2_300_434_4371,23.61,18,0,59,47918,2,35.39,234664,10,0,0
Spd_RF2_300_434_4379,27.9,198641,7,59,0,0,31.1,241884,10,0,0
Spd_RF2_300_434_4387,23.41,636,0,61,13,0,37.59,12679,10,0,0
Spd_RF2_300_434_4395,26.41,31,0,62,3721,2,35.59,15590,10,0,0
Spd_RF2_300_434_4403,28.1,19,0,64,4561,4,35.9,10077,10,0,0
Spd_RF2_350_378_4411,88.15,1,0,100,6864,5,11.85,159585,10,0,0
Spd_RF2_350_378_4419,86.82,1,0,97,12725,0,10.18,352745,10,0,0
Spd_RF2_350_378_4427,89.43,1,0,98,18,0,8.57,397292,10,0,0
Spd_RF2_350_378_4435,88.82,1,0,98,3,0,9.18,347867,10,0,0
Spd_RF2_350_378_4443,86.78,1,0,97,2578,0,10.22,331615,10,0,0
Spd_RF2_350_406_4451,74.2,1,0,90,20,0,15.8,207947,10,0,0
Spd_RF2_350_406_4459,70.85,1,0,87,6653,0,16.15,249625,10,0,0
Spd_RF2_350_406_4467,71.77,3,0,90,10,0,18.23,269161,10,0,0
Spd_RF2_350_406_4475,68.15,1,0,88,53007,1,19.85,295790,10,0,0
Spd_RF2_350_406_4483,67.95,1,0,90,23946,0,22.05,296138,10,0,0
Spd_RF2_350_435_4491,53.37,1,0,81,0,0,27.63,241672,10,0,0
Spd_RF2_350_435_4499,50.49,3,0,78,113312,5,27.51,218829,10,0,0
Spd_RF2_350_435_4507,51.57,3,0,77,1,0,25.43,239793,10,0,0
Spd_RF2_350_435_4515,56.84,9,0,80,4,0,23.16,241366,10,0,0
Spd_RF2_350_435_4523,54.09,9,0,80,6494,0,25.91,230766,10,0,0
Spd_RF2_350_463_4531,47.36,12,0,77,77984,4,29.64,192830,10,0,0
Spd_RF2_350_463_4539,42.24,6,0,76,16,0,33.76,244287,10,0,0
Spd_RF2_350_463_4547,38.97,5,0,77,37339,1,38.03,242590,10,0,0
Spd_RF2_350_463_4555,38.59,6,0,76,1,0,37.41,252047,10,0,0
Spd_RF2_350_463_4563,40.37,3,0,75,5042,0,34.63,245568,10,0,0
Spd_RF2_350_492_4571,33.7,29,0,66,6564,0,32.3,227766,10,0,0
Spd_RF2_350_492_4579,33.57,8,0,74,211612,9,40.43,223068,10,0,0
Spd_RF2_350_492_4587,26.4,26,0,69,6,0,42.6,221237,10,0,0
Spd_RF2_350_492_4595,27.53,11,0,69,131378,5,41.47,226110,10,0,0
Spd_RF2_350_492_4603,31.9,11,0,74,11,0,42.1,221899,10,0,0
Spd_RF2_400_429_4611,105.98,1,0,116,9,0,10.02,265934,10,0,0
Spd_RF2_400_429_4619,104.9,1,0,114,120493,5,9.1,213888,10,0,0
Spd_RF2_400_429_4627,106.47,1,0,115,9,0,8.53,240217,10,0,0
Spd_RF2_400_429_4635,101.25,1,0,113,28,0,11.75,266956,10,0,0
Spd_RF2_400_429_4643,106.95,1,0,115,7048,0,8.05,212878,10,0,0
Spd_RF2_400_459_4651,85.16,10,0,106,21447,0,20.84,196924,10,0,0
Spd_RF2_400_459_4659,81.93,1,0,101,6,0,19.07,176460,10,0,0
Spd_RF2_400_459_4667,80.25,1,0,104,26260,1,23.75,174362,10,0,0
Spd_RF2_400_459_4675,85.45,1,0,107,15,0,21.55,180749,10,0,0
Spd_RF2_400_459_4683,82.37,1,0,103,64951,3,20.63,179862,10,0,0
Spd_RF2_400_489_4691,63,1,0,94,39780,2,31,64477,10,0,0
Spd_RF2_400_489_4699,66.72,6,0,97,11,0,30.28,209052,10,0,0
Spd_RF2_400_489_4707,65.43,3,0,93,140923,7,27.57,206804,10,0,0
Spd_RF2_400_489_4715,65.45,1,0,94,70079,3,28.55,205617,10,0,0
Spd_RF2_400_489_4723,66.93,1,0,96,152330,9,29.07,163248,10,0,0
Spd_RF2_400_519_4731,53.28,6,0,91,10,0,37.72,160167,10,0,0
Spd_RF2_400_519_4739,48.91,10,0,88,0,0,39.09,160418,10,0,0
Spd_RF2_400_519_4747,53.99,11,0,88,2,0,34.01,149910,10,0,0
Spd_RF2_400_519_4755,52.27,10,0,90,6,0,37.73,162371,10,0,0
Spd_RF2_400_519_4763,56.74,13,0,88,7,0,31.26,131673,10,0,0
Spd_RF2_400_549_4771,40.92,79247,5,81,3,0,40.08,152259,10,0,0
Spd_RF2_400_549_4779,41.07,108895,6,82,2,0,40.93,153378,10,0,0
Spd_RF2_400_549_4787,42.3,138616,9,85,0,0,42.7,153107,10,0,0
Spd_RF2_400_549_4795,38.71,27,0,79,72409,4,40.29,151977,10,0,0
Spd_RF2_400_549_4803,46.13,87387,6,85,7,0,38.87,138203,10,0,0
Spd_RF2_40_50_611,7.07,31,0,9,8,0,1.93,2364674,10,0,0
Spd_RF2_40_50_619,6,47,0,7,1,0,1,47,0,1,0
Spd_RF2_40_50_627,6,30,0,8,0,0,2,3316582,10,0,0
Spd_RF2_40_50_635,5.63,1,0,8,464,0,2.37,134096,10,0,0
Spd_RF2_40_50_643,4.53,14,0,7,82,0,2.47,2235469,10,0,0
Spd_RF2_40_60_651,1,6516,0,5,135,0,4,2468592,10,0,0
Spd_RF2_40_60_659,1.44,10644,1,5,1268,0,3.56,80845,10,0,0
Spd_RF2_40_60_667,3,331,0,5,26093,0,2,1623145,10,0,0
Spd_RF2_40_60_675,1.02,228121,1,4,11,0,2.98,2110902,10,0,0
Spd_RF2_40_60_683,3.09,48,0,6,1831,0,2.91,1616627,10,0,0
Spd_RF2_40_71_691,0.16,37,0,2,44952,0,1.84,1387689,10,0,0
Spd_RF2_40_71_699,1.22,30,0,4,2572,0,2.78,1278793,10,0,0
Spd_RF2_40_71_707,1.11,44341,0,4,38585,0,2.89,1263572,10,0,0
Spd_RF2_40_71_715,1.17,36,0,4,54492,0,2.83,1315221,10,0,0
Spd_RF2_40_71_723,0.09,21,0,4,48946,0,3.91,1379056,10,0,0
Spd_RF2_40_81_731,-0.05,1178831,8,3,853995,5,3.05,1317064,10,0,0
Spd_RF2_40_81_739,-0.02,705950,6,2,55,0,2.02,1059695,10,0,0
Spd_RF2_40_81_747,0.02,27,0,4,656098,5,3.98,1190187,10,0,0
Spd_RF2_40_81_755,-0.01,670691,5,3,102032,0,3.01,1358337,10,0,0
Spd_RF2_40_81_763,-0.04,1209579,8,4,25069,0,4.04,1343934,10,0,0
Spd_RF2_40_92_771,-0.05,775970,6,4,2,0,4.05,1117253,10,0,0
Spd_RF2_40_92_779,-0.05,54,0,4,10,0,4.05,59029,10,0,0
Spd_RF2_40_92_787,0.1,38,0,5,18,0,4.9,65785,10,0,0
Spd_RF2_40_92_795,-0.05,811769,6,4,141190,1,4.05,1300451,10,0,0
Spd_RF2_40_92_803,-0.02,114,0,4,24,0,4.02,1236163,10,0,0
Spd_RF2_450_482_4811,117.7,1,0,129,264404,9,11.3,271168,10,0,0
Spd_RF2_450_482_4819,119.38,1,0,130,16,0,10.62,292351,10,0,0
Spd_RF2_450_482_4827,117.98,1,0,131,26774,0,13.02,289276,10,0,0
Spd_RF2_450_482_4835,117.37,1,0,129,15789,0,11.63,280444,10,0,0
Spd_RF2_450_482_4843,120.08,1,0,130,9849,0,9.92,266214,10,0,0
Spd_RF2_450_515_4851,96.83,1,0,119,5,0,22.17,216894,10,0,0
Spd_RF2_450_515_4859,96.77,1,0,121,15,0,24.23,48396,10,0,0
Spd_RF2_450_515_4867,94.83,1,0,117,3932,2,22.17,107362,10,0,0
Spd_RF2_450_515_4875,96.77,1,0,119,15447,0,22.23,131870,10,0,0
Spd_RF2_450_515_4883,92.73,1,0,119,514,0,26.27,11918,10,0,0
Spd_RF2_450_548_4891,80.56,1,0,109,3,0,28.44,151296,10,0,0
Spd_RF2_450_548_4899,77.17,1,0,106,0,0,28.83,178189,10,0,0
Spd_RF2_450_548_4907,74.74,1,0,106,7,0,31.26,205727,10,0,0
Spd_RF2_450_548_4915,71.9,3,0,108,9,0,36.1,204027,10,0,0
Spd_RF2_450_548_4923,78.14,1,0,111,3,0,32.86,206790,10,0,0
Spd_RF2_450_581_4931,63.69,88254,4,104,11,0,40.31,187354,10,0,0
Spd_RF2_450_581_4939,61.69,16,0,100,9,0,38.31,187980,10,0,0
Spd_RF2_450_581_4947,62.31,14,0,101,52451,2,38.69,190027,10,0,0
Spd_RF2_450_581_4955,60.51,3,0,101,19049,4,40.49,133500,10,0,0
Spd_RF2_450_581_4963,61.04,9,0,102,31070,1,40.96,193722,10,0,0
Spd_RF2_450_614_4971,46.56,23,0,94,10,0,47.44,175873,10,0,0
Spd_RF2_450_614_4979,47.05,10,0,96,4,0,48.95,147182,10,0,0
Spd_RF2_450_614_4987,46.21,53390,2,94,10,0,47.79,153067,10,0,0
Spd_RF2_450_614_4995,51.12,26,0,93,6,0,41.88,8380,10,0,0
Spd_RF2_450_614_5003,46.44,12,0,97,10,0,50.56,137375,10,0,0
