Instance,LB,ILB,TLB,UP,IUP,TUP,GAP,ITER,TIME,OPTG,OPTS
Spd_RF2_180_242_3499,8.74,1,0,33,0,0,24.26,2334,10,0,0
Spd_RF2_180_242_3507,7.57,1,0,31,3,0,23.43,1568,10,0,0
Spd_RF2_180_242_3515,7.92,1,0,31,1,0,23.08,4335,10,0,0
Spd_RF2_180_242_3523,7.34,1,0,28,1,0,20.66,28172,10,0,0
Spd_RF2_180_263_3531,2.72,1,0,27,0,0,24.28,27762,10,0,0
Spd_RF2_180_263_3539,3.63,1,0,26,6,0,22.37,1481,10,0,0
Spd_RF2_180_263_3547,2.96,1,0,28,2,0,25.04,1993,10,0,0
Spd_RF2_180_263_3555,3.78,1,0,27,2,0,23.22,24590,10,0,0
Spd_RF2_180_263_3563,5.77,1,0,27,4,0,21.23,23890,10,0,0
Spd_RF2_180_284_3571,1.38,1,0,23,0,0,21.62,20782,10,0,0
Spd_RF2_180_284_3579,0.61,1,0,25,0,0,24.39,1638,10,0,0
Spd_RF2_180_284_3587,-0.53,1,0,25,3,0,25.53,1312,10,0,0
Spd_RF2_180_284_3595,1.95,1,0,29,10,0,27.05,5602,10,0,0
Spd_RF2_180_284_3603,2,1,0,29,2,0,27,940,10,0,0
Spd_RF2_200_222_3811,22.9,1,0,52,6,0,29.1,3687,10,0,0
Spd_RF2_200_222_3819,22.69,1,0,52,2,0,29.31,4174,10,0,0
Spd_RF2_200_222_3827,22.65,1,0,51,10,0,28.35,3258,10,0,0
Spd_RF2_200_222_3835,22.48,1,0,52,2,0,29.52,2608,10,0,0
Spd_RF2_200_222_3843,22.73,1,0,52,18,0,29.27,5791,10,0,0
Spd_RF2_200_244_3851,16.09,1,0,44,6,0,27.91,32710,10,0,0
Spd_RF2_200_244_3859,16.95,1,0,47,1,0,30.05,42543,10,0,0
Spd_RF2_200_244_3867,15.43,1,0,43,1,0,27.57,2665,10,0,0
Spd_RF2_200_244_3875,15.32,1,0,41,1,0,25.68,1546,10,0,0
Spd_RF2_200_244_3883,15.4,1,0,41,0,0,25.6,17648,10,0,0
Spd_RF2_200_267_3891,9.3,1,0,38,12,0,28.7,46642,10,0,0
Spd_RF2_200_267_3899,9.73,1,0,36,0,0,26.27,31775,10,0,0
Spd_RF2_200_267_3907,8.94,1,0,36,0,0,27.06,26141,10,0,0
Spd_RF2_200_267_3915,9.99,1,0,35,10,0,25.01,37260,10,0,0
Spd_RF2_200_267_3923,9.67,1,0,35,2,0,25.33,36558,10,0,0
Spd_RF2_200_289_3931,4.52,1,0,30,0,0,25.48,1110,10,0,0
Spd_RF2_200_289_3939,5.38,1,0,32,5,0,26.62,2355,10,0,0
Spd_RF2_200_289_3947,4.88,1,0,33,1,0,28.12,18995,10,0,0
Spd_RF2_200_289_3955,5.79,1,0,31,4,0,25.21,30610,10,0,0
Spd_RF2_200_289_3963,4.96,1,0,32,6,0,27.04,1291,10,0,0
Spd_RF2_200_312_3971,0.62,1,0,29,343,3,28.38,985,10,0,0
Spd_RF2_200_312_3979,-0.33,1,0,30,2,0,30.33,1057,10,0,0
Spd_RF2_200_312_3987,1.46,1,0,30,0,0,28.54,1548,10,0,0
Spd_RF2_200_312_3995,0.16,1,0,28,3,0,27.84,1229,10,0,0
Spd_RF2_200_312_4003,1.31,1,0,32,0,0,30.69,1353,10,0,0
Spd_RF2_20_27_211,0.16,1,0,2,0,0,1.84,90305,10,0,0
Spd_RF2_20_27_219,0.39,1,0,2,0,0,1.61,73971,10,0,0
Spd_RF2_20_27_227,0.04,1,0,3,0,0,2.96,154001,10,0,0
Spd_RF2_20_27_235,0.41,1,0,3,24,0,2.59,2640734,10,0,0
Spd_RF2_20_27_243,0.4,1,0,4,1,0,3.6,69948,10,0,0
Spd_RF2_20_34_251,-0.93,1,0,1,106,0,1.93,507829,10,0,0
Spd_RF2_20_34_259,-0.99,1,0,1,0,0,1.99,998858,10,0,0
Spd_RF2_20_34_267,-0.95,1,0,2,0,0,2.95,1467583,10,0,0
Spd_RF2_20_34_275,-0.94,1,0,2,2,0,2.94,201800,10,0,0
Spd_RF2_20_34_283,-0.3,1,0,2,0,0,2.3,53960,10,0,0
Spd_RF2_20_42_291,0,97,0,1,85,0,1,55836,10,0,0
Spd_RF2_20_42_299,-1.41,46,0,1,34,0,2.41,39978,10,0,0
Spd_RF2_20_42_307,-0.69,60,0,2,0,0,2.69,37578,10,0,0
Spd_RF2_20_42_315,-0.97,101,0,1,0,0,1.97,904519,10,0,0
Spd_RF2_20_42_323,-0.6,103,0,1,0,0,1.6,613699,10,0,0
Spd_RF2_20_49_331,-1,139,0,1,40,0,2,765189,10,0,0
Spd_RF2_20_49_339,0,63,0,1,63,0,1,449596,10,0,0
Spd_RF2_20_49_347,0,62,0,1,37,0,1,469978,10,0,0
Spd_RF2_20_49_355,-0.1,52,0,0,351,0,0.1,351,0,1,0
Spd_RF2_20_49_363,-0.92,48,0,1,57,0,1.92,28763,10,0,0
Spd_RF2_20_57_371,0,77,0,1,78,0,1,687657,10,0,0
Spd_RF2_20_57_379,0,84,0,1,43,0,1,26747,10,0,0
Spd_RF2_20_57_387,-0.65,86,0,1,46,0,1.65,108939,10,0,0
Spd_RF2_20_57_395,0,51,0,1,0,0,1,344538,10,0,0
Spd_RF2_20_57_403,0,39,0,0,262,0,0,262,0,1,0
Spd_RF2_250_273_4011,30.77,1,0,68,49,0,37.23,49129,10,0,0
Spd_RF2_250_273_4019,30.38,1,0,66,714,0,35.62,42109,10,0,0
Spd_RF2_250_273_4027,29.97,1,0,66,13,0,36.03,41076,10,0,0
Spd_RF2_250_273_4035,29.6,1,0,67,5,0,37.4,53817,10,0,0
Spd_RF2_250_273_4043,30.29,1,0,67,3,0,36.71,53682,10,0,0
Spd_RF2_250_297_4051,20.77,1,0,55,1,0,34.23,1329,10,0,0
Spd_RF2_250_297_4059,21.99,1,0,58,6,0,36.01,998,10,0,0
Spd_RF2_250_297_4067,20.98,1,0,54,2,0,33.02,26441,10,0,0
Spd_RF2_250_297_4075,22.11,1,0,58,16,0,35.89,28597,10,0,0
Spd_RF2_250_297_4083,20.95,1,0,57,9,0,36.05,10573,10,0,0
Spd_RF2_250_321_4091,16.25,1,0,50,8,0,33.75,21771,10,0,0
Spd_RF2_250_321_4099,16.04,1,0,51,2,0,34.96,27378,10,0,0
Spd_RF2_250_321_4107,15.01,1,0,48,2,0,32.99,22902,10,0,0
Spd_RF2_250_321_4115,15.24,1,0,49,10,0,33.76,21527,10,0,0
Spd_RF2_250_321_4123,17.59,1,0,52,3,0,34.41,12821,10,0,0
Spd_RF2_250_345_4131,8.21,1,0,42,6,0,33.79,9856,10,0,0
Spd_RF2_250_345_4139,10.85,1,0,46,8,0,35.15,16520,10,0,0
Spd_RF2_250_345_4147,9.79,1,0,46,453,7,36.21,635,10,0,0
Spd_RF2_250_345_4155,8.52,1,0,44,0,0,35.48,1054,10,0,0
Spd_RF2_250_345_4163,10.43,1,0,43,10,0,32.57,17871,10,0,0
Spd_RF2_250_369_4171,4.76,1,0,41,2,0,36.24,20498,10,0,0
Spd_RF2_250_369_4179,4.56,1,0,38,0,0,33.44,18071,10,0,0
Spd_RF2_250_369_4187,4.55,1,0,37,0,0,32.45,18255,10,0,0
Spd_RF2_250_369_4195,3.86,1,0,40,1,0,36.14,17459,10,0,0
Spd_RF2_250_369_4203,3.24,1,0,38,3,0,34.76,16418,10,0,0
Spd_RF2_300_326_4211,37.51,1,0,82,3293,0,44.49,33628,10,0,0
Spd_RF2_300_326_4219,37.28,1,0,81,3,0,43.72,45922,10,0,0
Spd_RF2_300_326_4227,37.09,1,0,82,1,0,44.91,38903,10,0,0
Spd_RF2_300_326_4235,36.8,1,0,83,2,0,46.2,25116,10,0,0
Spd_RF2_300_326_4243,37.77,1,0,83,9,0,45.23,37356,10,0,0
Spd_RF2_300_353_4251,28.23,1,0,71,10,0,42.77,12851,10,0,0
Spd_RF2_300_353_4259,27.77,1,0,70,3,0,42.23,16188,10,0,0
Spd_RF2_300_353_4267,28.88,1,0,74,1,0,45.12,18774,10,0,0
Spd_RF2_300_353_4275,27.94,1,0,72,20,0,44.06,23451,10,0,0
Spd_RF2_300_353_4283,27.9,1,0,72,114,0,44.1,19814,10,0,0
Spd_RF2_300_380_4291,21.78,1,0,65,3,0,43.22,548,10,0,0
Spd_RF2_300_380_4299,20.46,1,0,63,31,0,42.54,17454,10,0,0
Spd_RF2_300_380_4307,18.8,1,0,63,2,0,44.2,10961,10,0,0
Spd_RF2_300_380_4315,17.63,1,0,59,0,0,41.37,1126,10,0,0
Spd_RF2_300_380_4323,21.01,1,0,63,7,0,41.99,944,10,0,0
Spd_RF2_300_407_4331,14.45,1,0,57,14,0,42.55,863,10,0,0
Spd_RF2_300_407_4339,14.2,1,0,56,12,0,41.8,2697,10,0,0
Spd_RF2_300_407_4347,14.46,1,0,57,4,0,42.54,13048,10,0,0
Spd_RF2_300_407_4355,12.58,1,0,55,8,0,42.42,12889,10,0,0
Spd_RF2_300_407_4363,14.04,1,0,56,0,0,41.96,16523,10,0,0
Spd_RF2_300_434_4371,8.17,1,0,51,7,0,42.83,15508,10,0,0
Spd_RF2_300_434_4379,7.37,1,0,48,6,0,40.63,14303,10,0,0
Spd_RF2_300_434_4387,6.64,1,0,46,0,0,39.36,15643,10,0,0
Spd_RF2_300_434_4395,6.69,1,0,54,5,0,47.31,13853,10,0,0
Spd_RF2_300_434_4403,8.43,1,0,56,0,0,47.57,8419,10,0,0
Spd_RF2_350_378_4411,44.12,1,0,98,2,0,53.88,19309,10,0,0
Spd_RF2_350_378_4419,43.69,1,0,94,2,0,50.31,24131,10,0,0
Spd_RF2_350_378_4427,43.88,1,0,98,2,0,54.12,33059,10,0,0
Spd_RF2_350_378_4435,44.11,1,0,94,15,0,49.89,28376,10,0,0
Spd_RF2_350_378_4443,42.91,1,0,95,5,0,52.09,21212,10,0,0
Spd_RF2_350_406_4451,34.72,1,0,85,9,0,50.28,880,10,0,0
Spd_RF2_350_406_4459,34.18,1,0,84,3,0,49.82,7375,10,0,0
Spd_RF2_350_406_4467,34.92,1,0,87,9,0,52.08,16774,10,0,0
Spd_RF2_350_406_4475,32.82,1,0,82,6,0,49.18,1378,10,0,0
Spd_RF2_350_406_4483,33.63,1,0,85,10,0,51.37,900,10,0,0
Spd_RF2_350_435_4491,25.19,1,0,74,4,0,48.81,12466,10,0,0
Spd_RF2_350_435_4499,24.84,1,0,71,4,0,46.16,11880,10,0,0
Spd_RF2_350_435_4507,25.2,1,0,70,3,0,44.8,12288,10,0,0
Spd_RF2_350_435_4515,25.88,1,0,74,15,0,48.12,16122,10,0,0
Spd_RF2_350_435_4523,25.27,1,0,74,1,0,48.73,495,10,0,0
Spd_RF2_350_463_4531,19.14,1,0,72,3,0,52.86,363,10,0,0
Spd_RF2_350_463_4539,18.62,1,0,69,0,0,50.38,412,10,0,0
Spd_RF2_350_463_4547,17.77,1,0,67,3,0,49.23,365,10,0,0
Spd_RF2_350_463_4555,17.29,1,0,63,10,0,45.71,357,10,0,0
Spd_RF2_350_463_4563,19.5,1,0,65,2,0,45.5,463,10,0,0
Spd_RF2_350_492_4571,11.76,1,0,61,0,0,49.24,6753,10,0,0
Spd_RF2_350_492_4579,12.91,1,0,62,2,0,49.09,6571,10,0,0
Spd_RF2_350_492_4587,11.21,1,0,59,2,0,47.79,8606,10,0,0
Spd_RF2_350_492_4595,11.83,1,0,55,6,0,43.17,399,10,0,0
Spd_RF2_350_492_4603,12.8,1,0,61,10,0,48.2,8269,10,0,0
Spd_RF2_400_429_4611,51.5,1,0,115,9,0,63.5,13397,10,0,0
Spd_RF2_400_429_4619,52.14,1,0,113,9,0,60.86,21719,10,0,0
Spd_RF2_400_429_4627,51.49,1,0,114,4,0,62.51,23820,10,0,0
Spd_RF2_400_429_4635,51.37,1,0,112,783,0,60.63,23843,10,0,0
Spd_RF2_400_429_4643,52.35,1,0,115,3,0,62.65,15359,10,0,0
Spd_RF2_400_459_4651,41.77,1,0,98,15,0,56.23,6646,10,0,0
Spd_RF2_400_459_4659,41.04,1,0,95,2,0,53.96,6508,10,0,0
Spd_RF2_400_459_4667,40.77,1,0,98,16,0,57.23,1044,10,0,0
Spd_RF2_400_459_4675,41.12,1,0,103,8,0,61.88,695,10,0,0
Spd_RF2_400_459_4683,39.91,1,0,100,20,0,60.09,5392,10,0,0
Spd_RF2_400_489_4691,30.96,1,0,86,13,0,55.04,9991,10,0,0
Spd_RF2_400_489_4699,32.36,1,0,89,13,0,56.64,948,10,0,0
Spd_RF2_400_489_4707,31.24,1,0,87,6,0,55.76,6133,10,0,0
Spd_RF2_400_489_4715,31.97,1,0,87,11,0,55.03,385,10,0,0
Spd_RF2_400_489_4723,32.14,1,0,88,1,0,55.86,611,10,0,0
Spd_RF2_400_519_4731,23.13,1,0,82,2,0,58.87,444,10,0,0
Spd_RF2_400_519_4739,22.27,1,0,77,6,0,54.73,318,10,0,0
Spd_RF2_400_519_4747,23.93,1,0,80,4,0,56.07,445,10,0,0
Spd_RF2_400_519_4755,23.71,1,0,78,5,0,54.29,320,10,0,0
Spd_RF2_400_519_4763,22.84,1,0,81,1,0,58.16,8351,10,0,0
Spd_RF2_400_549_4771,17.34,1,0,68,6,0,50.66,6781,10,0,0
Spd_RF2_400_549_4779,16.04,1,0,71,2,0,54.96,5107,10,0,0
Spd_RF2_400_549_4787,15.7,1,0,70,1,0,54.3,4924,10,0,0
Spd_RF2_400_549_4795,15.57,1,0,67,5,0,51.43,6645,10,0,0
Spd_RF2_400_549_4803,18.85,1,0,73,2,0,54.15,5336,10,0,0
Spd_RF2_40_50_611,2.53,1,0,8,135,0,5.47,769251,10,0,0
Spd_RF2_40_50_619,2,1,0,7,0,0,5,455411,10,0,0
Spd_RF2_40_50_627,2.02,1,0,7,71,0,4.98,315099,10,0,0
Spd_RF2_40_50_635,2.43,1,0,8,1,0,5.57,913345,10,0,0
Spd_RF2_40_50_643,1.72,1,0,7,0,0,5.28,614659,10,0,0
Spd_RF2_40_60_651,-0.31,1,0,5,1,0,5.31,412482,10,0,0
Spd_RF2_40_60_659,-0.31,1,0,4,169,0,4.31,117676,10,0,0
Spd_RF2_40_60_667,0,1,0,5,3,0,5,203090,10,0,0
Spd_RF2_40_60_675,0,1,0,4,1,0,4,244146,10,0,0
Spd_RF2_40_60_683,-0.21,1,0,6,0,0,6.21,326548,10,0,0
Spd_RF2_40_71_691,-2.37,1,0,3,67,0,5.37,251409,10,0,0
Spd_RF2_40_71_699,-1.61,1,0,5,0,0,6.61,430769,10,0,0
Spd_RF2_40_71_707,-1.49,1,0,4,83,0,5.49,312575,10,0,0
Spd_RF2_40_71_715,-0.65,1,0,5,0,0,5.65,11710,10,0,0
Spd_RF2_40_71_723,-1.89,1,0,4,92,0,5.89,22052,10,0,0
Spd_RF2_40_81_731,-1.43,49,0,2,462,0,3.43,244794,10,0,0
Spd_RF2_40_81_739,-2.13,65,0,3,50,0,5.13,254655,10,0,0
Spd_RF2_40_81_747,-1.09,105,0,4,0,0,5.09,261114,10,0,0
Spd_RF2_40_81_755,-1.79,95,0,4,1,0,5.79,216382,10,0,0
Spd_RF2_40_81_763,-1.42,90,0,3,90,0,4.42,10637,10,0,0
Spd_RF2_40_92_771,-0.48,85,0,2,331,0,2.48,9391,10,0,0
Spd_RF2_40_92_779,-2.63,73,0,3,78,0,5.63,258310,10,0,0
Spd_RF2_40_92_787,-1.43,63,0,3,98,0,4.43,360828,10,0,0
Spd_RF2_40_92_795,-0.74,89,0,2,158,0,2.74,139854,10,0,0
Spd_RF2_40_92_803,-2.17,119,0,4,0,0,6.17,147245,10,0,0
Spd_RF2_450_482_4811,58.22,1,0,126,11,0,67.78,14944,10,0,0
Spd_RF2_450_482_4819,58.09,1,0,127,4,0,68.91,14258,10,0,0
Spd_RF2_450_482_4827,58.08,1,0,127,17,0,68.92,16922,10,0,0
Spd_RF2_450_482_4835,59.31,1,0,128,8,0,68.69,22620,10,0,0
Spd_RF2_450_482_4843,58.61,1,0,127,3,0,68.39,14730,10,0,0
Spd_RF2_450_515_4851,46.06,1,0,112,14,0,65.94,7282,10,0,0
Spd_RF2_450_515_4859,47.25,1,0,112,10,0,64.75,8388,10,0,0
Spd_RF2_450_515_4867,45.31,1,0,112,5,0,66.69,11690,10,0,0
Spd_RF2_450_515_4875,47.12,1,0,114,11,0,66.88,456,10,0,0
Spd_RF2_450_515_4883,45.63,1,0,110,8,0,64.37,458,10,0,0
Spd_RF2_450_548_4891,36.61,1,0,100,5,0,63.39,352,10,0,0
Spd_RF2_450_548_4899,36.64,1,0,98,8,0,61.36,357,10,0,0
Spd_RF2_450_548_4907,36.01,1,0,96,2,0,59.99,5888,10,0,0
Spd_RF2_450_548_4915,35.7,1,0,95,10,0,59.3,270,10,0,0
Spd_RF2_450_548_4923,36.69,1,0,103,2,0,66.31,8052,10,0,0
Spd_RF2_450_581_4931,27.26,1,0,91,3,0,63.74,7547,10,0,0
Spd_RF2_450_581_4939,27.76,1,0,88,1,0,60.24,6203,10,0,0
Spd_RF2_450_581_4947,28.41,1,0,90,16,0,61.59,7727,10,0,0
Spd_RF2_450_581_4955,28.95,1,0,85,5,0,56.05,6648,10,0,0
Spd_RF2_450_581_4963,27.32,1,0,92,6,0,64.68,4927,10,0,0
Spd_RF2_450_614_4971,19.62,1,0,83,3,0,63.38,214,10,0,0
Spd_RF2_450_614_4979,20.72,1,0,81,7,0,60.28,261,10,0,0
Spd_RF2_450_614_4987,18.4,1,0,81,1,0,62.6,430,10,0,0
Spd_RF2_450_614_4995,19.72,1,0,84,3,0,64.28,362,10,0,0
Spd_RF2_450_614_5003,19.96,1,0,81,0,0,61.04,6086,10,0,0
Spd_RF2_500_534_5011,65.51,1,0,141,48,0,75.49,19819,10,0,0
Spd_RF2_500_534_5019,65.41,1,0,144,14,0,78.59,11186,10,0,0
Spd_RF2_500_534_5027,65.84,1,0,143,19,0,77.16,19741,10,0,0
Spd_RF2_500_534_5035,66.92,1,0,146,7,0,79.08,14581,10,0,0
Spd_RF2_500_534_5043,65.33,1,0,143,14,0,77.67,12349,10,0,0
Spd_RF2_500_568_5051,53.27,1,0,126,17,0,72.73,363,10,0,0
Spd_RF2_500_568_5059,53.65,1,0,123,10,0,69.35,467,10,0,0
