Instance,LB,ILB,TLB,UP,IUP,TUP,GAP,ITER,TIME,OPTG,OPTS
Spd_RF2_120_185_2347,7,210,0,17,0,0,10,85996,10,0,0
Spd_RF2_120_185_2355,5,237,0,15,223,0,10,74850,10,0,0
Spd_RF2_120_185_2363,9,245,0,17,0,0,8,73917,10,0,0
Spd_RF2_120_202_2371,2,302,0,15,153,0,13,45343,10,0,0
Spd_RF2_120_202_2379,5,531,0,17,0,0,12,48049,10,0,0
Spd_RF2_120_202_2387,6,310,0,15,2,0,9,54389,10,0,0
Spd_RF2_120_202_2395,3,362,0,12,1,0,9,42130,10,0,0
Spd_RF2_120_202_2403,6,254,0,15,233,0,9,49883,10,0,0
Spd_RF2_140_157_2611,30.45,1,0,35,1,0,4.55,106444,10,0,0
Spd_RF2_140_157_2619,31.35,1,0,34,0,0,2.65,4766,10,0,0
Spd_RF2_140_157_2627,29.95,1,0,35,12,0,5.05,105024,10,0,0
Spd_RF2_140_157_2635,30.07,1,0,34,0,0,3.93,274056,10,0,0
Spd_RF2_140_157_2643,29.35,1,0,33,0,0,3.65,167225,10,0,0
Spd_RF2_140_175_2651,18,1,0,25,0,0,7,120954,10,0,0
Spd_RF2_140_175_2659,22.03,1,0,29,0,0,6.97,108433,10,0,0
Spd_RF2_140_175_2667,20.3,1,0,26,0,0,5.7,73656,10,0,0
Spd_RF2_140_175_2675,19.69,234,0,26,71,0,6.31,77632,10,0,0
Spd_RF2_140_175_2683,22.35,1,0,28,0,0,5.65,99855,10,0,0
Spd_RF2_140_193_2691,13,467,0,22,1,0,9,66121,10,0,0
Spd_RF2_140_193_2699,10.23,1,0,23,0,0,12.77,74318,10,0,0
Spd_RF2_140_193_2707,14,277,0,20,2,0,6,70902,10,0,0
Spd_RF2_140_193_2715,12.18,1,0,24,0,0,11.82,2765,10,0,0
Spd_RF2_140_193_2723,9.8,1,0,22,1,0,12.2,78681,10,0,0
Spd_RF2_140_211_2731,10,530,0,20,5,0,10,54710,10,0,0
Spd_RF2_140_211_2739,10,270,1,22,0,0,12,2720,10,0,0
Spd_RF2_140_211_2747,10,329,0,21,0,0,11,68967,10,0,0
Spd_RF2_140_211_2755,11,283,0,20,0,0,9,74350,10,0,0
Spd_RF2_140_211_2763,9,253,0,19,3,0,10,53845,10,0,0
Spd_RF2_140_229_2771,3,611,0,16,0,0,13,39266,10,0,0
Spd_RF2_140_229_2779,2,172,0,17,316,0,15,47011,10,0,0
Spd_RF2_140_229_2787,3,335,0,18,4093,1,15,51863,10,0,0
Spd_RF2_140_229_2795,8,172,0,18,0,0,10,52983,10,0,0
Spd_RF2_140_229_2803,5,347,0,17,0,0,12,37806,10,0,0
Spd_RF2_160_179_3011,35.9,1,0,40,1,0,4.1,7908,10,0,0
Spd_RF2_160_179_3019,35.77,1,0,40,1,0,4.23,224154,10,0,0
Spd_RF2_160_179_3027,35.55,1,0,41,97,0,5.45,128444,10,0,0
Spd_RF2_160_179_3035,35.58,1,0,41,0,0,5.42,108116,10,0,0
Spd_RF2_160_179_3043,36.68,1,0,40,1,0,3.32,81048,10,0,0
Spd_RF2_160_198_3051,29,5259,0,34,0,0,5,77695,10,0,0
Spd_RF2_160_198_3059,22.8,1,0,31,1,0,8.2,86441,10,0,0
Spd_RF2_160_198_3067,26.55,1,0,34,0,0,7.45,2601,10,0,0
Spd_RF2_160_198_3075,23.62,1,0,32,1,0,8.38,74556,10,0,0
Spd_RF2_160_198_3083,25.68,1,0,34,0,0,8.32,74025,10,0,0
Spd_RF2_160_218_3091,16,286,0,25,0,0,9,63776,10,0,0
Spd_RF2_160_218_3099,20,300,0,28,0,0,8,70445,10,0,0
Spd_RF2_160_218_3107,13.9,259,0,25,0,0,11.1,41102,10,0,0
Spd_RF2_160_218_3115,18,576,0,25,2,0,7,49497,10,0,0
Spd_RF2_160_218_3123,16.5,1,0,27,0,0,10.5,44442,10,0,0
Spd_RF2_160_237_3131,14.8,352,0,24,1,0,9.2,61920,10,0,0
Spd_RF2_160_237_3139,9,341,0,22,0,0,13,49709,10,0,0
Spd_RF2_160_237_3147,7,328,0,25,2,0,18,59294,10,0,0
Spd_RF2_160_237_3155,9,226,0,23,0,0,14,48126,10,0,0
Spd_RF2_160_237_3163,14,699,0,25,0,0,11,55485,10,0,0
Spd_RF2_160_257_3171,8.93,268,0,22,0,0,13.07,27873,10,0,0
Spd_RF2_160_257_3179,9,250,0,20,17762,5,11,40229,10,0,0
Spd_RF2_160_257_3187,3,135,0,21,1993,0,18,53952,10,0,0
Spd_RF2_160_257_3195,6,560,0,20,0,0,14,41658,10,0,0
Spd_RF2_160_257_3203,8,522,0,19,0,0,11,44747,10,0,0
Spd_RF2_180_200_3411,43.83,1,0,48,0,0,4.17,80817,10,0,0
Spd_RF2_180_200_3419,42.65,1,0,49,0,0,6.35,76516,10,0,0
Spd_RF2_180_200_3427,41.87,1,0,47,26,0,5.13,121371,10,0,0
Spd_RF2_180_200_3435,42.63,1,0,47,0,0,4.37,119737,10,0,0
Spd_RF2_180_200_3443,39.32,1,0,45,0,0,5.68,119525,10,0,0
Spd_RF2_180_221_3451,26.55,1,0,34,7,0,7.45,78909,10,0,0
Spd_RF2_180_221_3459,26.8,1,0,39,5,0,12.2,86443,10,0,0
Spd_RF2_180_221_3467,28,1,0,35,35,0,7,66586,10,0,0
Spd_RF2_180_221_3475,27.57,1,0,37,0,0,9.43,79718,10,0,0
Spd_RF2_180_221_3483,33,151,0,40,0,0,7,65883,10,0,0
Spd_RF2_180_242_3491,18,244,0,33,0,0,15,60773,10,0,0
Spd_RF2_180_242_3499,19.15,1,0,30,0,0,10.85,57665,10,0,0
Spd_RF2_180_242_3507,17.42,1,0,28,14,0,10.58,46692,10,0,0
Spd_RF2_180_242_3515,20,557,0,29,0,0,9,48142,10,0,0
Spd_RF2_180_242_3523,16.15,1,0,27,1,0,10.85,46022,10,0,0
Spd_RF2_180_263_3531,8,247,0,26,2648,0,18,42215,10,0,0
Spd_RF2_180_263_3539,14,240,0,25,10,0,11,37515,10,0,0
Spd_RF2_180_263_3547,14,438,0,25,2,0,11,29463,10,0,0
Spd_RF2_180_263_3555,13,693,0,26,3,0,13,31203,10,0,0
Spd_RF2_180_263_3563,14.09,1,0,28,0,0,13.91,30571,10,0,0
Spd_RF2_180_284_3571,6,320,0,23,12,0,17,36812,10,0,0
Spd_RF2_180_284_3579,8,726,0,26,0,0,18,36138,10,0,0
Spd_RF2_180_284_3587,3,292,0,24,0,0,21,34042,10,0,0
Spd_RF2_180_284_3595,13,822,0,25,1,0,12,32336,10,0,0
Spd_RF2_180_284_3603,15,622,0,26,1,0,11,27864,10,0,0
Spd_RF2_200_222_3811,47.8,1,0,51,0,0,3.2,69037,10,0,0
Spd_RF2_200_222_3819,47.07,1,0,51,1,0,3.93,120209,10,0,0
Spd_RF2_200_222_3827,45.98,1,0,51,0,0,5.02,96758,10,0,0
Spd_RF2_200_222_3835,46.1,1,0,51,3,0,4.9,102101,10,0,0
Spd_RF2_200_222_3843,46.92,1,0,51,0,0,4.08,89398,10,0,0
Spd_RF2_200_244_3851,35.35,1,0,42,2,0,6.65,2596,10,0,0
Spd_RF2_200_244_3859,36.65,1,0,43,4,0,6.35,52440,10,0,0
Spd_RF2_200_244_3867,32.62,1,0,41,0,0,8.38,87026,10,0,0
Spd_RF2_200_244_3875,31.46,1,0,40,0,0,8.54,62453,10,0,0
Spd_RF2_200_244_3883,31.17,1,0,41,1,0,9.83,2195,10,0,0
Spd_RF2_200_267_3891,21.25,1,0,34,2,0,12.75,28558,10,0,0
Spd_RF2_200_267_3899,21,434,3,33,0,0,12,2476,10,0,0
Spd_RF2_200_267_3907,26,255,1,34,1,0,8,1667,10,0,0
Spd_RF2_200_267_3915,24.93,914,3,33,0,0,8.07,2103,10,0,0
Spd_RF2_200_267_3923,24,246,0,32,0,0,8,42822,10,0,0
Spd_RF2_200_289_3931,14,4317,1,26,0,0,12,32947,10,0,0
Spd_RF2_200_289_3939,15,303,0,32,0,0,17,33482,10,0,0
Spd_RF2_200_289_3947,14.98,604,3,30,1,0,15.02,1548,10,0,0
Spd_RF2_200_289_3955,17,257,0,30,18,0,13,30085,10,0,0
Spd_RF2_200_289_3963,16,291,0,30,4,0,14,44864,10,0,0
Spd_RF2_200_312_3971,10,400,0,27,0,0,17,39830,10,0,0
Spd_RF2_200_312_3979,9,480,0,25,0,0,16,32892,10,0,0
Spd_RF2_200_312_3987,14,221,0,29,2,0,15,33250,10,0,0
Spd_RF2_200_312_3995,10,754,0,25,5,0,15,30704,10,0,0
Spd_RF2_200_312_4003,12,151,0,29,0,0,17,35750,10,0,0
Spd_RF2_20_27_211,1,131,0,2,0,0,1,2506269,10,0,0
Spd_RF2_20_27_219,1,1,0,2,0,0,1,2478731,10,0,0
Spd_RF2_20_27_227,1,278,0,2,17,0,1,1489374,10,0,0
Spd_RF2_20_27_235,2.08,1,0,3,0,0,0.92,1,0,1,0
Spd_RF2_20_27_243,3.02,11,0,4,0,0,0.98,11,0,1,0
Spd_RF2_20_34_251,0,437,0,1,62,0,1,1605489,10,0,0
Spd_RF2_20_34_259,0,254,0,1,0,0,1,1323208,10,0,0
Spd_RF2_20_34_267,0,116,0,2,0,0,2,73751,10,0,0
Spd_RF2_20_34_275,0,121,0,2,1,0,2,48651,10,0,0
Spd_RF2_20_34_283,1,90,0,2,0,0,1,1567893,10,0,0
Spd_RF2_20_42_291,0,97,0,1,85,0,1,1153095,10,0,0
Spd_RF2_20_42_299,0,66,0,2,0,0,2,1187669,10,0,0
Spd_RF2_20_42_307,0,62,0,2,0,0,2,1042454,10,0,0
Spd_RF2_20_42_315,0,208,0,1,0,0,1,2001465,10,0,0
Spd_RF2_20_42_323,0,177,0,1,0,0,1,952190,10,0,0
Spd_RF2_20_49_331,-0.12,88,0,0,88,0,0.12,88,0,1,0
Spd_RF2_20_49_339,0,63,0,1,63,0,1,636379,10,0,0
Spd_RF2_20_49_347,0,62,0,1,37,0,1,20090,10,0,0
Spd_RF2_20_49_355,0,83,0,1,75,0,1,504654,10,0,0
Spd_RF2_20_49_363,0,61,0,0,85,0,0,85,0,1,0
Spd_RF2_20_57_371,0,77,0,1,78,0,1,34098,10,0,0
Spd_RF2_20_57_379,0,84,0,1,43,0,1,606402,10,0,0
Spd_RF2_20_57_387,0,125,0,1,69,0,1,580658,10,0,0
Spd_RF2_20_57_395,0,51,0,1,0,0,1,469641,10,0,0
Spd_RF2_20_57_403,0,39,0,0,262,0,0,262,0,1,0
Spd_RF2_250_273_4011,62.45,1,0,67,0,0,4.55,85182,10,0,0
Spd_RF2_250_273_4019,60.52,1,0,66,4,0,5.48,49680,10,0,0
Spd_RF2_250_273_4027,61.15,1,0,66,4,0,4.85,54515,10,0,0
Spd_RF2_250_273_4035,61.32,1,0,67,2,0,5.68,66697,10,0,0
Spd_RF2_250_273_4043,62.72,1,0,66,0,0,3.28,61880,10,0,0
Spd_RF2_250_297_4051,43.9,1,0,53,6,0,9.1,2219,10,0,0
Spd_RF2_250_297_4059,47.72,1,0,57,1,0,9.28,1580,10,0,0
Spd_RF2_250_297_4067,43.95,1,0,52,8,0,8.05,38139,10,0,0
Spd_RF2_250_297_4075,47.31,1,0,56,10,0,8.69,51696,10,0,0
Spd_RF2_250_297_4083,44.5,1,0,55,1,0,10.5,37098,10,0,0
Spd_RF2_250_321_4091,35.2,1,0,46,3,0,10.8,22159,10,0,0
Spd_RF2_250_321_4099,33.59,1,0,48,2,0,14.41,30700,10,0,0
Spd_RF2_250_321_4107,31.86,1,0,46,7,0,14.14,4172,10,0,0
Spd_RF2_250_321_4115,34.54,1,0,45,1,0,10.46,19532,10,0,0
Spd_RF2_250_321_4123,39,352,3,48,0,0,9,985,10,0,0
Spd_RF2_250_345_4131,23,344,0,37,0,0,14,10880,10,0,0
Spd_RF2_250_345_4139,27,561,0,42,2,0,15,18795,10,0,0
Spd_RF2_250_345_4147,23,304,0,44,0,0,21,22431,10,0,0
Spd_RF2_250_345_4155,20.8,1639,1,39,0,0,18.2,25292,10,0,0
Spd_RF2_250_345_4163,28,477,0,39,0,0,11,21789,10,0,0
Spd_RF2_250_369_4171,20,659,0,36,2,0,16,22791,10,0,0
Spd_RF2_250_369_4179,11,615,0,35,1,0,24,11513,10,0,0
Spd_RF2_250_369_4187,19,382,0,37,16,0,18,13760,10,0,0
Spd_RF2_250_369_4195,17,350,0,35,0,0,18,14279,10,0,0
Spd_RF2_250_369_4203,16,508,0,33,0,0,17,13847,10,0,0
Spd_RF2_300_326_4211,76.37,1,0,82,2,0,5.63,40486,10,0,0
Spd_RF2_300_326_4219,74.68,1,0,80,4,0,5.32,57403,10,0,0
Spd_RF2_300_326_4227,75.82,1,0,82,0,0,6.18,49153,10,0,0
Spd_RF2_300_326_4235,75.62,1,0,82,1,0,6.38,2770,10,0,0
Spd_RF2_300_326_4243,76.3,1,0,82,0,0,5.7,2453,10,0,0
Spd_RF2_300_353_4251,61,271,2,69,1,0,8,24331,10,0,0
Spd_RF2_300_353_4259,58.85,1,0,67,6,0,8.15,1734,10,0,0
Spd_RF2_300_353_4267,59.22,1,0,70,5,0,10.78,28586,10,0,0
Spd_RF2_300_353_4275,58.69,1,0,72,0,0,13.31,22287,10,0,0
Spd_RF2_300_353_4283,58.63,1,0,70,1,0,11.37,18407,10,0,0
Spd_RF2_300_380_4291,47.93,1,0,60,1,0,12.07,15873,10,0,0
Spd_RF2_300_380_4299,45.47,1,0,58,7,0,12.53,1086,10,0,0
Spd_RF2_300_380_4307,42.06,1,0,57,1,0,14.94,21271,10,0,0
Spd_RF2_300_380_4315,39.06,1,0,56,1,0,16.94,27096,10,0,0
Spd_RF2_300_380_4323,45.04,1,0,57,1,0,11.96,18916,10,0,0
Spd_RF2_300_407_4331,37.67,275,0,53,0,0,15.33,13104,10,0,0
Spd_RF2_300_407_4339,36,251,0,52,1,0,16,18926,10,0,0
Spd_RF2_300_407_4347,33.04,1,0,54,0,0,20.96,12586,10,0,0
Spd_RF2_300_407_4355,33,254,0,50,0,0,17,18580,10,0,0
Spd_RF2_300_407_4363,32,766,0,54,0,0,22,17559,10,0,0
Spd_RF2_300_434_4371,23,326,0,47,0,0,24,14434,10,0,0
Spd_RF2_300_434_4379,28,632,0,44,0,0,16,15236,10,0,0
Spd_RF2_300_434_4387,23,262,0,47,0,0,24,15176,10,0,0
Spd_RF2_300_434_4395,26,462,8,48,0,0,22,531,10,0,0
Spd_RF2_300_434_4403,27.85,180,5,49,0,0,21.15,362,10,0,0
Spd_RF2_350_378_4411,88.15,1,0,97,0,0,8.85,2220,10,0,0
Spd_RF2_350_378_4419,86.82,1,0,94,2,0,7.18,21068,10,0,0
Spd_RF2_350_378_4427,89.43,1,0,96,0,0,6.57,27075,10,0,0
Spd_RF2_350_378_4435,88.82,1,0,94,17,0,5.18,2143,10,0,0
Spd_RF2_350_378_4443,86.78,1,0,95,0,0,8.22,1783,10,0,0
Spd_RF2_350_406_4451,74.2,1,0,85,1,0,10.8,3087,10,0,0
Spd_RF2_350_406_4459,70.85,1,0,82,3,0,11.15,18542,10,0,0
Spd_RF2_350_406_4467,71.75,1,0,83,2,0,11.25,16257,10,0,0
Spd_RF2_350_406_4475,68.15,1,0,81,25910,8,12.85,30036,10,0,0
Spd_RF2_350_406_4483,67.95,1,0,83,7,0,15.05,1410,10,0,0
Spd_RF2_350_435_4491,53.37,1,0,68,2,0,14.63,14110,10,0,0
Spd_RF2_350_435_4499,50.4,1,0,69,0,0,18.6,19305,10,0,0
Spd_RF2_350_435_4507,51.55,1,0,70,1,0,18.45,11838,10,0,0
Spd_RF2_350_435_4515,56.43,1,0,72,1,0,15.57,835,10,0,0
Spd_RF2_350_435_4523,53.61,1,0,71,1,0,17.39,1243,10,0,0
Spd_RF2_350_463_4531,47,385,0,68,0,0,21,2510,10,0,0
Spd_RF2_350_463_4539,42.04,1,0,66,0,0,23.96,14673,10,0,0
Spd_RF2_350_463_4547,38.79,1,0,63,1,0,24.21,17138,10,0,0
Spd_RF2_350_463_4555,38.52,1,0,60,0,0,21.48,17053,10,0,0
Spd_RF2_350_463_4563,40.25,1,0,61,1,0,20.75,20278,10,0,0
Spd_RF2_350_492_4571,33,599,0,54,1,0,21,13444,10,0,0
Spd_RF2_350_492_4579,33,476,0,60,0,0,27,12363,10,0,0
Spd_RF2_350_492_4587,26,843,0,54,2,0,28,9831,10,0,0
Spd_RF2_350_492_4595,26.02,1,0,54,1,0,27.98,12557,10,0,0
Spd_RF2_350_492_4603,31,765,0,57,3,0,26,12042,10,0,0
Spd_RF2_400_429_4611,105.98,1,0,112,69,0,6.02,33537,10,0,0
Spd_RF2_400_429_4619,104.9,1,0,113,6,0,8.1,26083,10,0,0
Spd_RF2_400_429_4627,106.47,1,0,113,0,0,6.53,14848,10,0,0
Spd_RF2_400_429_4635,101.25,1,0,111,15,0,9.75,27341,10,0,0
Spd_RF2_400_429_4643,106.95,1,0,113,103,0,6.05,23797,10,0,0
Spd_RF2_400_459_4651,84.58,1,0,97,4,0,12.42,18835,10,0,0
Spd_RF2_400_459_4659,81.93,1,0,92,12,0,10.07,13613,10,0,0
Spd_RF2_400_459_4667,80.25,1,0,97,2,0,16.75,20549,10,0,0
Spd_RF2_400_459_4675,85.45,1,0,99,1,0,13.55,22469,10,0,0
Spd_RF2_400_459_4683,82.37,1,0,96,18,0,13.63,17439,10,0,0
Spd_RF2_400_489_4691,63,1,0,82,1,0,19,17149,10,0,0
Spd_RF2_400_489_4699,66.59,1,0,87,0,0,20.41,11806,10,0,0
Spd_RF2_400_489_4707,65.38,1,0,84,0,0,18.62,8788,10,0,0
Spd_RF2_400_489_4715,65.45,1,0,86,0,0,20.55,12004,10,0,0
Spd_RF2_400_489_4723,66.93,1,0,87,0,0,20.07,11690,10,0,0
Spd_RF2_400_519_4731,52.9,1,0,77,1,0,24.1,8548,10,0,0
Spd_RF2_400_519_4739,48.42,1,0,73,0,0,24.58,7467,10,0,0
Spd_RF2_400_519_4747,53.32,1,0,77,4,0,23.68,6500,10,0,0
Spd_RF2_400_519_4755,51.05,1,0,75,0,0,23.95,11787,10,0,0
Spd_RF2_400_519_4763,55,1667,2,75,0,0,20,6284,10,0,0
Spd_RF2_400_549_4771,41,538,0,66,2,0,25,8212,10,0,0
Spd_RF2_400_549_4779,41,519,1,65,0,0,24,5684,10,0,0
Spd_RF2_400_549_4787,41.57,222,9,66,0,0,24.43,229,10,0,0
Spd_RF2_400_549_4795,38,459,0,65,0,0,27,6130,10,0,0
Spd_RF2_400_549_4803,46,946,1,69,5,0,23,6034,10,0,0
Spd_RF2_40_50_611,7,164,0,9,0,0,2,698366,10,0,0
Spd_RF2_40_50_619,6,127,0,7,0,0,1,600336,10,0,0
Spd_RF2_40_50_627,6,73,0,8,0,0,2,645636,10,0,0
Spd_RF2_40_50_635,5.63,1,0,8,0,0,2.37,883633,10,0,0
Spd_RF2_40_50_643,4.13,1,0,7,0,0,2.87,927666,10,0,0
Spd_RF2_40_60_651,1,190,0,4,194,0,3,394165,10,0,0
Spd_RF2_40_60_659,1,90,0,5,0,0,4,231838,10,0,0
Spd_RF2_40_60_667,3,190,0,5,0,0,2,396640,10,0,0
Spd_RF2_40_60_675,1,1062,0,3,1,0,2,402998,10,0,0
Spd_RF2_40_60_683,3,551,0,4,0,0,1,206001,10,0,0
Spd_RF2_40_71_691,0,89,0,3,88,0,3,20078,10,0,0
Spd_RF2_40_71_699,1,324,0,3,366,0,2,21732,10,0,0
Spd_RF2_40_71_707,1,204,0,4,0,0,3,240245,10,0,0
Spd_RF2_40_71_715,1,209,0,4,1,0,3,176027,10,0,0
Spd_RF2_40_71_723,0,152,0,4,70,0,4,251151,10,0,0
Spd_RF2_40_81_731,0,66,0,3,63,0,3,324317,10,0,0
Spd_RF2_40_81_739,0,139,0,3,74,0,3,149533,10,0,0
Spd_RF2_40_81_747,0,134,0,4,0,0,4,308757,10,0,0
Spd_RF2_40_81_755,0,150,0,3,167,0,3,320943,10,0,0
Spd_RF2_40_81_763,0,111,0,3,84,0,3,234279,10,0,0
Spd_RF2_40_92_771,0,86,0,4,3,0,4,176286,10,0,0
Spd_RF2_40_92_779,0,149,0,3,118,0,3,277585,10,0,0
Spd_RF2_40_92_787,0,147,0,2,762,0,2,439392,10,0,0
Spd_RF2_40_92_795,0,104,0,3,76,0,3,254752,10,0,0
Spd_RF2_40_92_803,0,157,0,3,82,0,3,39167,10,0,0
Spd_RF2_450_482_4811,117.7,1,0,126,0,0,8.3,29099,10,0,0
Spd_RF2_450_482_4819,119.38,1,0,127,1,0,7.62,23289,10,0,0
Spd_RF2_450_482_4827,117.98,1,0,128,0,0,10.02,16394,10,0,0
Spd_RF2_450_482_4835,117.37,1,0,127,1,0,9.63,36699,10,0,0
Spd_RF2_450_482_4843,120.08,1,0,127,3,0,6.92,28515,10,0,0
Spd_RF2_450_515_4851,96.83,1,0,111,0,0,14.17,11969,10,0,0
Spd_RF2_450_515_4859,96.77,1,0,112,12,0,15.23,15663,10,0,0
Spd_RF2_450_515_4867,94.83,1,0,108,10,0,13.17,12309,10,0,0
Spd_RF2_450_515_4875,96.77,1,0,111,3,0,14.23,12182,10,0,0
Spd_RF2_450_515_4883,92.73,1,0,108,10,0,15.27,475,10,0,0
Spd_RF2_450_548_4891,80.56,1,0,96,0,0,15.44,12858,10,0,0
Spd_RF2_450_548_4899,77.17,1,0,91,13,0,13.83,13462,10,0,0
Spd_RF2_450_548_4907,74.74,1,0,95,0,0,20.26,12590,10,0,0
Spd_RF2_450_548_4915,71.9,1,0,93,0,0,21.1,14206,10,0,0
Spd_RF2_450_548_4923,78.14,1,0,98,19,0,19.86,10963,10,0,0
Spd_RF2_450_581_4931,63,334,0,85,0,0,22,11513,10,0,0
Spd_RF2_450_581_4939,60.66,1,0,84,0,0,23.34,6567,10,0,0
Spd_RF2_450_581_4947,60.9,1,0,85,0,0,24.1,465,10,0,0
Spd_RF2_450_581_4955,60.42,1,0,83,20,0,22.58,335,10,0,0
Spd_RF2_450_581_4963,61,444,3,85,0,0,24,6589,10,0,0
Spd_RF2_450_614_4971,46,436,0,76,0,0,30,7252,10,0,0
Spd_RF2_450_614_4979,46.37,1,0,78,3,0,31.63,5189,10,0,0
Spd_RF2_450_614_4987,46,848,1,76,2,0,30,9171,10,0,0
Spd_RF2_450_614_4995,51,380,0,79,0,0,28,6814,10,0,0
Spd_RF2_450_614_5003,44.22,1,0,79,6,0,34.78,4980,10,0,0
Spd_RF2_500_534_5011,134.25,1,0,142,12,0,7.75,28520,10,0,0
Spd_RF2_500_534_5019,133.55,1,0,143,1,0,9.45,25040,10,0,0
Spd_RF2_500_534_5027,135.07,1,0,142,1,0,6.93,16976,10,0,0
Spd_RF2_500_534_5035,137.57,1,0,146,1,0,8.43,16859,10,0,0
Spd_RF2_500_534_5043,132.52,1,0,141,3,0,8.48,14794,10,0,0
Spd_RF2_500_568_5051,109.38,1,0,124,0,0,14.62,6641,10,0,0
Spd_RF2_500_568_5059,107.28,1,0,121,11,0,13.72,6085,10,0,0
Spd_RF2_500_568_5067,109.02,1,0,126,1,0,16.98,16521,10,0,0
Spd_RF2_500_568_5075,112.07,1,0,122,1,0,9.93,15854,10,0,0
Spd_RF2_500_568_5083,111.15,1,0,124,0,0,12.85,12669,10,0,0
Spd_RF2_500_603_5091,93.34,1,0,115,3,0,21.66,4554,10,0,0
Spd_RF2_500_603_5099,91.25,1,0,108,2,0,16.75,444,10,0,0
Spd_RF2_500_603_5107,91.48,1,0,113,0,0,21.52,329,10,0,0
Spd_RF2_500_603_5115,91.13,1,0,111,3,0,19.87,6220,10,0,0
Spd_RF2_500_603_5123,84.95,1,0,108,0,0,23.05,6648,10,0,0
Spd_RF2_500_637_5131,78.27,1,0,100,1,0,21.73,7132,10,0,0
Spd_RF2_500_637_5139,75.02,1,0,100,0,0,24.98,247,10,0,0
Spd_RF2_500_637_5147,74,223,0,99,2,0,25,5372,10,0,0
Spd_RF2_500_637_5155,66.34,1,0,96,4,0,29.66,5402,10,0,0
Spd_RF2_500_637_5163,70,339,1,92,0,0,22,6404,10,0,0
Spd_RF2_500_672_5171,58.89,1,0,91,0,0,32.11,153,10,0,0
Spd_RF2_500_672_5179,54.68,1,0,85,0,0,30.32,3325,10,0,0
